ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain
1285,1955,Graduation,Married,67938.78,0,1,2017-10-28,32,934.41,54.44,343.73,275.68,53.76,422.53,5,8,4,11,16,0,1,0,0,1,0,0
1286,1978,2n Cycle,Together,51679.25,0,0,2019-12-28,320,1759.71,107.33,467.13,77.26,94.05,106.75,7,8,5,14,12,0,0,0,0,0,0,0
1287,1984,Graduation,Single,45484.88,1,0,2015-09-14,263,218.04,68.46,314.8,53.84,34.24,542.0,1,7,0,8,18,0,0,0,0,0,0,0
1288,1999,PhD,Absurd,89225.85,2,2,2013-09-25,88,2347.11,268.03,324.63,99.02,43.12,170.22,3,9,3,9,17,0,1,0,0,1,0,0
1289,1945,Graduation,Married,68570.09,1,1,2016-09-09,296,1339.32,48.31,263.85,188.28,47.51,566.37,3,5,4,14,14,1,0,0,1,1,0,0
1290,1990,Graduation,Married,47408.07,0,0,2013-11-01,27,804.22,80.72,208.36,20.02,34.65,274.24,10,8,7,10,15,0,0,0,0,0,0,0
1291,1952,Graduation,Married,90662.44,0,0,2016-07-05,254,666.14,141.15,140.51,151.08,83.93,451.23,5,10,2,12,20,0,0,0,0,0,0,0
1292,1991,Master,Single,87184.62,0,0,2018-09-14,154,1011.93,145.9,534.63,80.9,51.15,122.27,4,12,3,11,15,0,0,0,0,1,0,0
1293,1974,Graduation,Married,67426.02,0,0,2018-04-06,74,792.52,70.46,423.21,76.52,22.47,348.19,7,9,5,14,15,0,1,0,0,0,0,0
1294,1974,Master,Married,117244.2,0,0,2018-05-13,39,2345.43,59.74,182.39,123.53,81.7,506.58,4,6,3,9,10,0,0,0,0,0,0,0
1295,1944,Graduation,Divorced,88885.44,0,0,2019-10-14,259,873.62,101.37,250.65,86.32,54.2,662.15,8,11,0,11,16,0,0,0,1,1,0,0
1296,1998,Graduation,Single,34517.33,0,0,2019-09-08,3,360.27,100.37,359.22,182.53,56.44,583.94,4,12,7,10,9,0,0,1,0,0,0,0
1297,1972,Graduation,Married,59649.15,0,0,2015-06-26,151,1771.44,40.25,192.64,51.34,17.69,831.25,5,6,3,12,16,0,0,0,0,0,1,0
1298,1987,2n Cycle,Married,40375.6,0,0,2019-06-20,65,1240.21,93.76,409.66,279.8,96.92,224.52,3,4,3,7,18,0,0,0,0,0,0,0
1299,1940,Master,Divorced,89107.35,0,1,2015-10-11,90,808.37,122.49,385.88,211.97,32.77,609.3,7,8,5,10,18,0,0,1,0,0,1,0
1300,1994,Graduation,Divorced,43560.28,0,1,2017-11-06,27,1196.17,74.77,334.83,90.69,6.27,0.0,7,10,4,5,22,0,0,0,1,0,0,0
1301,1971,Master,Married,102739.97,0,2,2013-06-22,267,447.48,137.97,429.22,142.37,15.66,157.71,3,6,3,11,10,0,0,0,0,0,0,0
1302,1941,Graduation,Married,64429.41,2,0,2012-06-01,114,703.96,149.64,267.93,148.37,69.38,451.26,5,9,1,12,13,0,0,0,0,0,0,0
1303,1961,Master,Widow,114994.22,0,2,2018-03-11,153,1175.06,158.06,401.92,82.04,43.47,787.89,6,3,2,13,9,0,0,0,0,0,0,0
1304,1982,Graduation,Single,77606.34,1,0,2014-06-13,284,1079.27,63.81,463.03,217.34,46.95,220.83,8,11,3,22,12,0,0,0,0,0,0,0
1305,1952,Basic,Absurd,54234.93,1,0,2017-07-23,291,1795.93,100.79,185.56,110.78,83.56,498.77,2,15,5,14,12,0,0,0,0,0,0,0
1306,1951,Graduation,Single,49299.8,1,0,2012-07-04,274,555.39,74.81,297.74,205.7,19.57,387.42,2,7,3,12,9,0,0,0,0,0,0,1
1307,1955,Graduation,Single,92834.64,0,1,2016-04-28,83,1094.49,57.78,204.25,102.82,62.56,420.63,2,7,7,12,12,0,0,0,0,0,0,1
1308,1969,PhD,Single,101134.63,1,1,2018-07-23,114,508.64,233.81,325.31,269.81,61.06,507.02,5,16,5,7,15,0,0,0,0,0,0,0
1309,1970,Master,Single,108550.69,1,0,2019-07-27,21,354.66,235.96,199.4,114.5,49.95,172.23,2,4,3,12,17,0,0,0,0,0,1,0
1310,1980,Graduation,Married,58602.79,2,2,2017-08-09,85,1418.8,91.2,399.21,241.38,19.71,259.54,2,2,3,14,12,0,0,0,1,1,0,0
1311,1964,PhD,Widow,100088.84,0,0,2012-09-03,30,516.72,118.95,178.0,148.94,57.77,572.04,5,1,3,14,19,0,0,0,0,0,1,0
1312,1977,Master,Married,76044.54,0,1,2015-10-05,318,1666.64,137.5,253.57,128.65,45.75,444.2,4,11,0,17,15,0,0,0,0,0,0,0
1313,1950,Master,Divorced,101099.12,0,0,2012-08-10,280,1007.3,147.88,389.43,159.76,42.98,456.41,1,8,2,13,9,0,0,0,0,0,1,0
1314,1979,Graduation,Absurd,58869.74,1,0,2019-08-28,333,1174.95,20.77,130.92,145.47,42.15,145.41,2,5,3,8,16,0,0,0,0,0,0,0
1315,1960,Graduation,Absurd,61763.4,2,0,2013-09-15,114,1759.41,114.86,399.1,63.47,29.53,597.3,4,9,5,16,11,0,0,0,0,1,0,0
1316,1985,Graduation,Divorced,77759.04,0,0,2016-11-15,276,1499.2,120.48,176.21,116.28,45.43,641.08,4,6,4,17,19,0,0,0,0,0,0,0
1317,1984,Basic,Together,54239.83,2,2,2019-03-18,61,1213.14,93.79,146.3,112.92,29.01,391.79,3,7,5,16,13,0,0,0,0,0,1,0
1318,1997,Graduation,Married,50558.73,2,1,2017-03-14,151,594.88,163.45,424.82,66.76,94.44,451.15,7,4,4,13,19,0,0,0,1,0,0,0
1319,1947,Master,Married,126488.4,0,0,2013-10-28,255,645.84,64.87,240.2,137.5,53.82,642.34,6,8,1,8,12,0,0,0,0,0,0,0
1320,1964,Basic,Single,25186.39,2,0,2014-07-09,244,307.88,108.29,359.12,187.93,34.15,95.51,9,8,0,10,16,1,1,0,0,0,0,1
1321,1989,Graduation,Together,55502.42,0,0,2012-07-15,136,1768.61,54.79,133.35,101.19,98.08,587.65,8,9,4,12,15,0,0,1,0,0,0,0
1322,1958,2n Cycle,Married,27355.82,0,1,2015-05-17,176,765.93,168.61,181.28,194.71,56.05,94.36,6,13,3,20,20,0,0,0,0,0,0,0
1323,1972,Graduation,Single,61572.88,1,0,2019-12-17,73,845.25,81.47,224.69,205.39,57.95,572.93,5,6,7,15,5,0,0,0,0,0,0,0
1324,1996,Graduation,Married,63590.55,1,1,2019-07-11,317,1835.81,153.88,227.0,181.89,39.06,370.4,4,7,1,8,20,0,0,0,0,0,0,0
1325,1941,Graduation,Together,79968.83,0,2,2015-07-25,185,1951.76,82.03,180.52,181.07,70.73,218.32,1,6,2,14,11,1,0,0,0,0,0,0
1326,1968,Graduation,Together,62570.15,2,0,2018-05-04,57,510.16,36.28,248.61,152.19,59.09,171.02,5,9,3,15,15,0,0,0,0,0,0,0
1327,1996,Master,Single,93068.38,0,2,2014-01-25,103,2500.45,59.65,213.07,265.49,45.05,0.0,4,3,1,11,15,0,0,0,1,1,0,0
1328,1984,Graduation,Divorced,51345.32,0,0,2016-07-05,60,735.05,37.42,295.93,70.74,38.47,133.44,5,12,4,12,21,0,0,0,1,0,0,0
1329,1949,Graduation,Together,88170.65,0,0,2015-03-05,134,830.97,27.82,207.21,174.31,9.27,359.44,5,9,1,15,23,0,0,0,1,0,0,0
1330,1960,Graduation,Single,90433.48,0,0,2016-03-20,150,1633.23,220.58,244.33,309.23,52.49,326.3,6,9,3,10,16,0,0,0,0,0,0,0
1331,1992,Master,Widow,112261.4,0,2,2013-12-12,245,1076.86,47.24,125.37,286.68,71.15,290.96,4,8,3,9,17,0,1,0,0,0,0,0
1332,1993,Master,Single,82791.05,1,0,2017-04-18,247,2319.43,115.34,346.51,171.3,78.77,852.55,3,13,0,19,18,0,0,0,1,0,0,0
1333,1985,Master,Single,86041.63,1,0,2019-05-12,198,610.7,81.08,303.51,103.41,88.22,554.14,5,10,3,12,17,0,0,0,0,0,0,0
1334,1950,2n Cycle,Alone,24069.28,0,0,2014-11-05,172,269.34,39.94,411.9,98.99,25.92,91.1,5,9,1,7,12,0,1,0,0,0,1,0
1335,1993,Graduation,Married,68572.97,1,0,2017-06-02,315,1991.41,28.09,447.68,0.0,107.31,127.27,6,11,3,18,21,0,0,0,0,0,0,0
1336,1963,2n Cycle,Together,60438.54,0,1,2014-01-11,305,878.5,58.82,239.8,141.6,53.34,257.22,3,6,6,11,14,0,0,0,1,0,0,0
1337,1973,Graduation,Absurd,73350.19,2,0,2014-04-13,51,2550.17,118.97,350.31,217.19,36.8,192.12,5,4,5,14,19,0,0,0,0,0,0,0
1338,1945,Graduation,Widow,71625.51,1,0,2012-11-15,176,1983.08,89.35,430.5,191.31,51.46,335.8,7,5,1,15,13,0,0,0,0,0,0,0
1339,1997,Graduation,Married,59334.57,1,1,2019-07-28,147,875.29,55.0,212.76,114.8,30.64,1376.22,7,7,3,20,11,0,0,0,0,0,0,0
1340,1967,PhD,Absurd,73665.48,0,2,2018-06-14,116,1722.62,91.23,594.2,168.56,12.72,0.0,5,14,3,9,20,0,0,0,1,0,0,0
1341,1957,Master,Divorced,89754.83,0,0,2012-03-04,74,1576.79,200.43,378.38,104.18,119.64,482.15,2,5,6,15,14,1,0,0,0,0,0,0
1342,1988,Basic,Divorced,57910.66,0,0,2015-09-20,15,1372.12,103.78,214.09,126.18,38.99,311.42,6,15,3,7,24,0,0,0,0,0,0,0
1343,1997,Graduation,Divorced,49264.69,0,2,2016-11-26,299,591.73,107.71,385.75,257.1,56.45,670.54,5,8,3,12,17,0,0,0,0,0,1,0
1344,1958,Graduation,Married,93370.05,2,0,2015-11-22,321,1075.39,88.11,168.21,199.92,68.13,73.87,8,10,3,14,14,0,0,0,0,0,0,0
1345,1956,PhD,Alone,91347.67,1,2,2013-08-20,84,1409.3,95.42,303.54,76.23,53.78,109.59,3,15,0,11,24,0,0,0,0,0,0,0
1346,1979,2n Cycle,Married,34273.28,2,1,2019-05-10,12,552.03,90.11,95.03,178.0,49.69,602.94,4,4,8,10,24,0,0,0,0,0,0,0
1347,1991,2n Cycle,Divorced,52118.59,2,0,2015-07-17,106,866.79,70.16,203.09,227.13,106.96,567.1,6,7,2,16,19,0,0,0,0,0,0,0
1348,1964,2n Cycle,Widow,69024.99,2,0,2014-10-18,61,1358.27,155.78,245.76,235.11,26.4,218.14,3,11,2,9,8,0,0,0,1,0,0,1
1349,1944,Graduation,Widow,92843.75,1,1,2015-11-04,220,1017.72,83.48,205.05,88.97,38.57,852.72,8,8,6,15,11,1,0,0,0,1,0,0
1350,1966,Graduation,Widow,53025.46,1,1,2019-02-22,346,2845.09,51.7,239.13,179.42,24.23,166.98,4,5,1,13,16,0,0,0,0,0,0,0
1351,1991,Basic,Divorced,26193.52,2,2,2012-01-21,197,660.67,66.76,358.46,61.62,20.33,150.84,11,8,3,12,7,0,1,0,0,0,1,0
1352,1985,Graduation,Together,64257.55,2,1,2012-11-03,275,600.9,86.7,197.31,56.4,20.17,650.04,2,9,3,10,12,0,0,0,0,0,0,0
1353,1948,2n Cycle,Widow,55653.57,1,0,2016-09-27,243,2095.48,106.97,437.8,85.7,24.72,362.43,2,6,2,13,20,1,0,0,1,0,0,0
1354,1998,Graduation,Married,44825.95,1,0,2012-09-13,197,194.74,41.69,355.87,153.4,56.25,278.25,4,10,4,11,16,0,0,0,0,0,0,0
1355,1941,Graduation,Divorced,57896.14,1,0,2013-02-24,295,952.09,103.9,571.88,190.35,108.59,624.06,4,6,4,15,16,0,0,0,0,0,0,0
1356,1940,2n Cycle,Married,43092.96,0,1,2015-12-02,149,538.7,39.49,243.84,99.64,45.53,976.14,6,2,3,15,8,1,0,0,0,0,0,0
1357,1964,Master,Together,94173.25,0,2,2012-03-14,177,699.38,33.16,74.18,159.56,75.19,100.47,5,9,4,9,21,0,0,1,0,0,0,0
1358,1964,Graduation,Together,94857.02,0,0,2016-04-06,164,1619.02,152.59,151.64,304.15,66.78,664.59,7,5,3,7,15,0,0,0,0,0,0,0
1359,1950,Master,Alone,89376.03,1,2,2014-08-22,70,1214.92,69.84,281.54,156.43,80.2,352.27,3,7,2,7,14,0,0,0,0,0,0,0
1360,1995,Graduation,Married,33623.79,1,1,2015-05-10,257,598.51,102.84,292.06,135.24,18.75,58.27,3,9,3,11,11,0,0,0,1,0,0,0
1361,1946,Graduation,Single,53024.28,0,1,2016-08-06,195,1964.79,75.45,193.48,143.73,65.31,310.23,6,8,2,7,17,0,0,0,0,0,0,0
1362,1979,Graduation,Single,41323.51,0,0,2019-05-12,277,604.52,69.23,269.04,102.84,75.13,961.87,4,7,4,10,16,1,0,0,0,1,0,0
1363,1991,Graduation,Alone,77408.89,1,0,2018-06-04,360,1088.14,68.19,397.99,196.04,42.86,444.19,5,8,1,13,21,0,0,0,1,1,0,0
1364,1959,Master,Together,141087.23,0,1,2013-09-28,215,1223.5,132.46,219.22,212.31,113.76,95.04,6,8,2,15,10,0,0,0,0,0,0,0
1365,1982,PhD,Together,84259.67,2,0,2018-01-03,86,1341.83,127.17,400.46,48.16,38.84,178.06,3,3,4,16,10,0,0,0,0,0,0,0
1366,1971,Graduation,Divorced,59494.44,2,1,2015-04-25,13,2184.45,100.11,416.69,355.52,48.48,734.73,5,6,2,19,12,0,0,1,0,0,0,0
1367,1954,Graduation,Alone,86967.74,0,0,2012-02-19,50,1631.3,77.82,476.9,86.95,53.35,158.35,7,8,2,10,16,0,0,0,0,0,0,0
1368,1942,PhD,Single,133049.19,2,1,2012-07-28,143,1099.04,47.21,200.72,124.06,73.0,453.13,6,17,1,11,15,0,1,0,1,0,1,0
1369,1951,PhD,Single,135193.16,1,0,2014-10-16,304,1668.59,73.58,454.31,338.98,44.34,723.33,6,5,4,6,19,0,0,0,0,0,1,0
1370,1993,Graduation,Married,45907.59,1,0,2017-08-05,289,896.56,58.29,477.64,44.65,72.95,370.92,8,11,1,8,13,1,0,0,0,0,0,0
1371,1943,Basic,Single,51473.19,2,1,2016-04-05,234,1055.47,77.05,389.65,136.07,39.44,420.47,3,10,4,17,13,0,0,1,0,0,1,0
1372,1960,2n Cycle,Married,24746.28,2,1,2013-10-27,343,555.85,67.28,207.9,152.44,23.31,351.74,4,9,1,12,10,0,0,0,0,0,0,0
1373,1951,PhD,Married,133177.52,0,1,2013-07-04,334,1283.9,50.3,468.59,343.88,112.84,289.87,4,5,2,10,12,0,1,0,0,0,0,0
1374,1971,Master,Alone,77368.86,2,1,2014-10-23,113,1389.91,155.12,401.96,69.15,28.44,599.68,2,8,3,11,13,0,1,0,0,0,1,0
1375,1993,Graduation,Married,66846.97,1,0,2018-09-04,85,490.82,144.94,173.86,39.36,79.2,463.58,10,12,2,12,11,0,0,0,0,0,1,0
1376,1954,Graduation,Single,72068.65,0,1,2017-07-15,203,1924.07,100.61,254.09,222.2,68.88,451.51,7,3,3,12,16,0,1,0,1,1,0,0
1377,1988,Master,Married,118468.7,1,0,2018-04-02,297,1677.77,55.17,195.92,116.46,44.74,182.35,7,14,1,17,14,0,0,1,0,1,0,0
1378,1973,Graduation,YOLO,71181.31,2,1,2018-01-02,189,1067.51,56.98,495.5,73.63,44.74,97.14,2,7,1,8,12,0,0,0,1,0,0,0
1379,1988,Master,Alone,63289.97,0,0,2017-08-26,258,1756.93,67.28,552.09,102.88,64.37,135.56,3,16,2,13,9,0,0,0,1,1,0,0
1380,1979,Basic,YOLO,35354.27,2,0,2017-05-27,108,473.14,34.24,363.19,132.86,45.02,434.81,6,11,5,12,14,0,0,0,0,0,0,0
1381,1996,Master,Widow,86614.92,0,0,2018-07-16,114,999.79,115.41,355.9,110.6,32.86,505.07,4,10,6,13,14,0,0,0,0,1,0,0
1382,1996,Graduation,Single,32391.88,1,1,2018-03-06,35,169.1,25.77,215.15,252.4,77.28,145.03,7,8,4,17,22,1,0,0,0,1,0,0
1383,1954,Graduation,Single,77549.54,2,0,2014-11-13,202,1441.84,62.75,601.8,229.54,51.29,256.47,3,7,4,10,12,0,0,0,0,0,0,0
1384,1995,Master,Single,59598.63,0,1,2018-03-18,155,2217.24,26.65,349.46,141.61,31.9,370.52,5,6,2,6,22,0,0,1,0,0,1,0
1385,1986,Graduation,YOLO,74938.98,0,2,2017-07-03,95,1072.06,81.67,399.7,91.63,90.32,331.04,8,7,3,15,17,0,0,0,0,0,1,0
1386,1998,Graduation,Widow,52993.64,2,1,2016-11-05,283,1107.44,22.78,346.43,26.26,30.08,229.37,5,7,1,12,17,0,0,0,0,0,1,0
1387,1982,Graduation,Together,77600.29,2,1,2016-12-15,324,1733.02,78.27,592.56,189.81,47.38,373.66,7,9,8,13,19,0,0,1,0,1,0,0
1388,1943,Graduation,Married,52499.61,1,1,2015-07-02,279,1363.53,81.88,205.43,159.76,17.22,0.0,6,5,3,9,5,1,0,1,0,0,0,0
1389,1981,Basic,Together,23402.0,2,1,2016-02-28,141,892.22,58.74,287.6,71.97,19.14,70.15,7,13,2,8,8,0,0,0,0,0,0,0
1390,1941,Graduation,Together,71211.04,1,1,2018-01-27,155,1584.17,51.37,201.25,127.01,26.96,373.34,3,3,2,11,9,1,0,0,1,0,0,0
1391,1943,Graduation,Divorced,61801.49,0,0,2018-12-06,155,1341.59,56.06,457.47,35.76,24.82,177.55,2,8,2,12,19,0,0,0,1,0,1,0
1392,1980,Graduation,Alone,48144.11,1,0,2013-03-13,259,606.82,32.41,493.8,401.03,44.92,546.99,8,8,1,11,15,1,0,0,0,0,1,0
1393,1974,Master,Single,93474.76,1,1,2014-02-19,172,1081.09,156.62,248.53,33.41,47.39,591.08,7,6,1,12,17,0,0,1,0,0,0,0
1394,1986,Graduation,Single,69523.95,1,1,2018-02-11,56,1876.79,61.12,286.88,151.57,33.54,391.9,3,11,3,16,17,0,0,0,1,0,0,0
1395,1977,Graduation,Divorced,44849.96,1,1,2015-12-27,166,385.18,30.46,123.95,91.49,15.77,194.72,7,8,1,17,14,0,0,0,0,1,0,0
1396,1955,Graduation,Married,68876.58,2,0,2014-01-05,88,1099.35,87.81,237.11,129.62,13.02,583.07,5,8,3,10,14,0,0,0,0,0,0,1
1397,1950,Graduation,Together,85886.44,0,0,2019-09-13,299,1788.49,85.39,159.04,207.22,53.79,395.34,5,6,3,9,14,0,0,0,0,0,0,0
1398,1986,Graduation,Married,57587.45,0,1,2016-11-06,121,1320.6,38.07,224.13,205.38,108.7,196.08,6,12,4,15,13,0,0,0,0,0,0,0
1399,1980,2n Cycle,Married,41379.48,0,1,2014-07-23,320,1026.95,112.36,193.41,76.38,33.18,429.75,6,8,2,10,18,0,0,0,0,1,1,0
1400,1977,Graduation,Divorced,42721.39,1,0,2014-01-07,44,448.39,41.24,486.89,178.2,57.82,370.9,10,11,3,7,17,0,0,0,0,0,0,0
1401,1949,Graduation,Married,77818.89,2,2,2017-08-22,358,731.88,54.19,344.32,113.77,41.77,287.14,12,13,1,11,20,0,0,0,0,0,0,0
1402,1956,Graduation,Single,90695.27,0,1,2016-02-10,40,609.3,89.81,111.45,98.33,47.85,269.31,8,7,0,17,17,0,1,0,0,0,0,0
1403,1984,Graduation,Married,49890.93,0,0,2012-03-05,54,579.63,114.44,195.15,300.6,36.46,346.64,15,13,2,11,11,0,0,0,0,1,0,0
1404,1957,Graduation,Widow,92075.18,0,1,2017-04-11,148,1851.58,31.71,177.42,191.72,36.06,399.84,6,7,2,9,23,0,0,0,0,0,0,0
1405,1965,Graduation,Divorced,71777.44,1,0,2016-11-13,173,1581.63,103.04,143.44,94.33,71.38,312.94,9,6,3,7,19,0,0,0,0,0,0,0
1406,1950,Graduation,Widow,89976.35,0,1,2012-01-16,148,720.98,80.32,224.82,327.57,53.5,723.58,4,10,3,9,19,0,0,0,0,0,0,0
1407,1949,Graduation,Single,82976.61,1,1,2014-12-20,286,1751.18,25.29,152.78,276.43,45.0,365.96,8,12,2,16,10,0,0,0,0,0,1,0
1408,1985,Graduation,Single,78794.31,1,0,2017-09-21,231,1441.29,73.67,155.04,66.86,46.82,158.51,3,5,1,13,18,0,0,0,1,0,0,0
1409,1975,Master,Alone,107527.12,1,1,2012-06-25,361,623.25,57.59,336.13,56.58,28.75,924.97,6,8,3,11,13,0,0,0,0,1,0,1
1410,1995,Graduation,Divorced,32354.97,0,0,2012-04-13,50,440.05,155.98,453.83,106.46,9.51,560.86,4,11,2,16,12,0,0,0,1,1,0,0
1411,1963,2n Cycle,Divorced,69869.94,1,1,2018-01-16,203,1746.21,156.99,415.92,66.21,59.3,758.05,6,12,4,17,16,0,0,0,1,0,0,0
1412,1982,Graduation,Married,61058.31,1,0,2016-10-17,287,708.43,64.53,477.75,196.37,64.67,338.22,2,7,3,13,18,0,0,1,0,0,0,0
1413,1970,Master,Single,130623.19,0,1,2013-02-16,176,1714.29,151.06,436.93,53.46,36.04,227.56,4,2,2,8,16,0,0,0,0,0,0,0
1414,1961,2n Cycle,Married,48438.48,1,0,2016-05-05,126,606.69,103.02,206.45,162.14,49.63,791.09,6,8,9,10,9,0,0,0,0,1,1,0
1415,1996,Graduation,Married,50772.42,2,1,2015-03-19,139,361.8,159.43,238.39,126.99,72.35,176.47,1,12,2,16,11,0,0,0,0,0,0,0
1416,1984,PhD,Divorced,87343.66,1,0,2012-09-12,103,1096.79,70.04,251.14,191.13,54.96,311.56,5,5,4,14,10,0,0,0,0,0,0,0
1417,1990,PhD,Married,60703.61,2,0,2013-03-20,144,772.1,111.72,220.63,83.76,13.73,0.0,4,9,2,15,10,0,0,0,0,0,0,0
1418,1951,Graduation,Together,57785.36,2,0,2019-02-16,166,628.89,71.92,211.66,109.63,98.86,172.94,5,10,3,8,20,0,0,0,0,0,0,0
1419,1979,Graduation,Married,48623.88,0,2,2015-10-08,281,209.56,163.91,178.55,78.75,56.02,134.6,2,11,3,6,16,0,0,0,0,0,1,0
1420,1973,Basic,Married,37091.71,1,2,2012-12-15,251,348.7,57.37,330.58,107.31,60.55,163.3,5,9,1,7,12,0,0,0,0,0,0,0
1421,1941,PhD,Divorced,114285.3,0,0,2017-07-27,73,2067.26,130.17,249.75,135.76,27.56,446.63,1,4,2,15,16,0,0,0,0,0,0,0
1422,1968,Graduation,Single,79207.8,0,0,2019-12-02,251,1599.23,81.31,221.38,209.49,33.85,494.98,5,11,4,8,17,1,0,0,0,0,0,0
1423,1995,Graduation,Married,32093.85,2,1,2019-07-21,22,607.23,101.41,384.9,197.54,25.83,494.69,3,4,4,14,16,0,0,1,0,0,0,0
1424,1945,Master,YOLO,107692.15,0,2,2015-12-22,134,1896.18,80.18,207.61,68.31,23.28,521.63,9,14,5,15,13,0,0,0,0,0,0,0
1425,1984,Master,Together,67782.55,0,1,2012-12-20,53,1679.9,77.98,175.18,67.4,152.37,212.59,1,5,5,12,14,0,0,0,0,0,0,0
1426,1945,Graduation,Divorced,65686.74,2,1,2013-06-11,175,633.41,146.46,87.9,146.84,30.54,303.19,5,10,4,14,17,0,0,0,0,0,0,0
1427,1955,2n Cycle,Married,37480.43,1,1,2014-05-13,306,296.41,42.48,187.09,146.64,47.9,317.1,9,7,6,18,20,0,1,0,0,0,1,0
1428,1981,Master,Alone,103944.61,2,1,2016-05-13,342,2031.24,63.1,387.11,215.2,93.83,577.56,3,11,3,13,21,1,0,0,1,1,0,0
1429,1960,Graduation,Divorced,94289.58,0,2,2017-07-02,132,794.13,103.4,506.37,177.49,53.43,188.64,6,5,0,14,6,0,1,0,0,0,1,0
1430,1962,Graduation,Together,67886.81,0,0,2018-09-22,70,396.08,130.16,178.79,96.7,40.13,177.62,5,7,5,12,12,0,0,0,1,0,0,0
1431,1978,Master,Together,96447.66,0,0,2014-01-28,243,1172.09,64.77,198.93,89.69,45.16,233.65,6,7,3,8,15,0,0,0,0,0,1,0
1432,1998,Graduation,Single,44887.35,0,2,2019-07-23,17,1298.23,111.57,261.94,131.91,17.66,143.34,5,8,5,5,16,0,0,0,0,0,1,0
1433,1942,Basic,Married,36344.39,0,2,2015-08-15,282,499.55,96.27,259.28,128.46,32.14,220.98,3,6,5,5,11,0,0,0,1,0,0,0
1434,1970,Graduation,Married,55666.76,1,0,2019-02-15,256,646.88,68.62,393.13,122.92,58.93,790.37,7,8,5,12,15,0,0,0,0,0,0,0
1435,1948,Master,Widow,116442.42,0,1,2015-01-12,22,414.9,35.62,258.68,75.96,37.44,195.37,2,3,5,16,19,0,0,0,0,0,0,0
1436,1953,Graduation,Together,57310.68,0,1,2014-09-05,305,938.81,153.2,164.19,208.79,47.11,129.49,8,15,3,18,13,0,1,0,0,0,0,0
1437,1981,Basic,Together,50915.0,0,2,2018-12-23,351,964.77,105.2,285.32,216.55,24.71,1016.77,6,9,8,14,19,0,0,0,0,0,0,0
1438,1966,Graduation,Married,86764.1,2,0,2019-05-17,213,321.14,101.75,444.29,26.65,39.46,0.0,6,10,3,12,11,0,0,0,0,0,0,0
1439,1945,Graduation,Alone,72396.52,0,2,2015-02-17,346,1065.08,52.01,167.18,70.81,76.99,345.19,9,7,4,12,11,0,0,0,0,0,0,0
1440,1953,Graduation,Divorced,53275.03,1,0,2017-03-10,12,1120.51,136.42,379.17,100.72,60.51,223.02,8,9,4,11,14,0,0,0,0,0,0,0
1441,1996,Master,Single,87059.12,0,0,2017-01-07,148,451.98,100.26,311.66,40.64,39.9,69.24,4,9,3,13,12,0,0,0,1,0,0,0
1442,1950,PhD,Single,79669.97,1,0,2013-02-17,22,1228.97,46.17,259.43,143.59,59.08,421.89,5,8,2,8,10,0,1,0,0,0,0,0
1443,1951,Graduation,Divorced,51034.27,1,1,2016-04-09,335,1267.12,31.85,108.15,320.37,31.53,140.54,9,6,6,17,13,0,0,0,0,0,0,0
1444,1949,Graduation,Married,92096.56,1,0,2016-11-05,49,501.98,31.26,405.16,125.53,82.87,373.89,6,6,5,11,15,0,0,0,0,0,0,0
1445,1962,2n Cycle,Single,56710.94,0,1,2016-05-10,320,1513.35,83.63,372.4,37.0,29.12,186.16,7,12,3,8,10,0,0,0,1,0,0,0
1446,1955,Graduation,Single,71365.48,2,0,2013-05-24,60,1146.51,68.26,203.43,163.24,42.48,283.04,3,6,2,10,21,0,0,0,0,0,0,0
1447,1972,Graduation,Together,56162.05,1,0,2012-07-25,187,2260.99,100.95,329.24,190.82,51.5,265.45,5,8,3,5,16,0,0,0,0,0,0,0
1448,1970,Master,Single,130326.52,1,0,2019-05-08,234,878.5,80.48,246.82,192.62,13.48,238.67,5,8,2,18,13,0,0,0,0,0,0,0
1449,1976,Graduation,Single,57987.07,0,1,2012-09-22,12,1094.28,61.19,241.49,247.93,38.35,279.36,8,9,2,14,15,0,0,0,1,0,1,0
1450,1978,Basic,Divorced,26675.1,0,0,2016-12-22,195,786.51,30.85,314.18,220.39,60.25,169.27,7,7,4,14,19,0,1,1,0,1,0,0
1451,1950,Graduation,Married,53313.01,2,2,2017-08-12,184,1015.17,69.39,258.85,74.41,52.68,441.41,4,6,5,14,23,0,0,0,0,0,0,0
1452,1968,Master,Married,98737.67,0,2,2013-10-17,359,932.06,39.95,285.83,286.31,26.88,642.04,9,7,4,14,14,1,0,0,1,0,0,0
1453,1941,2n Cycle,Married,55552.03,1,0,2015-08-02,297,875.38,72.67,224.11,15.57,47.47,229.8,5,7,1,13,13,0,0,0,0,0,1,0
1454,1977,Master,Widow,72228.28,2,0,2015-03-11,348,1958.52,112.73,221.87,212.46,52.01,136.31,7,8,5,9,17,0,0,0,0,0,0,0
